Ciclo,CE_media,CE_desvio,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_min,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_desvio,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_desvio,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
275,20.21173333333333,0.24760793685881596,19.728,20.626,20.17,1.5491333333333333,0.0190498602394149,1.51,1.587,1.5474999999999999,2404.1918333333333,200.39227116756615,2198.0,2853.0,2336.0,6.37305,2.926855091284095,0.0,20.479,7.466,9.193645,0.018252787424059554,9.137,9.24,9.192,156.475085,15.190634830618567,140.51,190.16,151.34,105.72549766666667,45.75365200059882,0.0,165.98,125.735,1.6937363333333333,0.8458141662015222,0.0,10.75,1.945,0.0,0.0,0.0,0.0,0.0,8.521697333333334,0.020793054563369065,8.472,8.576,8.521,8.465156499999999,0.021220416083569373,8.415,8.525,8.465,57.9914,23.149261170038326,0.0,77.095,66.8715,54.42836666666667,0.22936950920166888,53.914,54.664,54.498000000000005,58.92535,0.15331089770767378,58.617,59.129,58.9395,55.8614,0.03876491511750915,55.816,55.93,55.848,49.603699999999996,0.06740952505245222,49.48,49.723,49.602,0.6533,0.03871420708872233,0.608,0.753,0.646,3,90,1,130,0
276,20.074416666666664,0.26071689247648966,19.625,20.818,20.03,1.54195,0.023238210059719752,1.5,1.609,1.5385,2405.4775,199.95397146727137,2200.0,2849.4,2339.8,6.370925,2.924490122540407,0.0,20.479,7.4665,9.192630000000001,0.020130536443320177,9.138,9.261,9.192,156.47464666666667,15.189551796847876,139.96,190.17,151.35500000000002,105.712538,45.74751572815476,0.0,165.95,125.73,1.6910926666666668,0.8423051484310191,0.0,10.5,1.937,0.0,0.0,0.0,0.0,0.0,8.519653166666666,0.021393070931640057,8.462,8.577,8.519,8.462955666666666,0.02183372360523993,8.401,8.523,8.462,57.91636666666667,23.110498540242077,0.0,76.845,66.7835,54.3768,0.18907605859072052,53.914,54.59,54.4585,58.9316,0.13021028624523348,58.652,59.121,58.955,55.90861666666667,0.07122561233929448,55.816,56.102,55.91,49.683816666666665,0.042354233241159216,49.562,49.754,49.684,0.6561833333333333,0.03851589663743156,0.602,0.744,0.653,3,90,1,130,0
277,19.971116666666667,0.17392800884241386,19.663,20.397,19.966,1.5355999999999999,0.0160604789172317,1.503,1.582,1.535,2405.9962333333333,199.8003073895314,2203.6,2853.2,2339.6,6.369038333333334,2.9199558902259684,0.0,20.479,7.464,9.192801666666666,0.01897205564458453,9.143,9.263,9.192,156.47439333333332,15.181711214194141,140.31,190.2,151.38,105.73309783333335,45.71723065522148,0.0,165.83,125.77,1.6871535,0.8498207123534599,0.0,10.812,1.937,0.0,0.0,0.0,0.0,0.0,8.5193005,0.0207525173793345,8.468,8.577,8.519,8.4611485,0.0211211931137846,8.407,8.521,8.46,57.90495,23.12024445608918,0.0,77.391,66.786,54.37398333333333,0.20778456017309527,53.832,54.664,54.435500000000005,58.91918333333333,0.13623764029360316,58.617,59.113,58.916,55.9086,0.0537152568043675,55.832,56.078,55.902,49.71446666666667,0.03252663402358237,49.652,49.762,49.711,0.6546500000000001,0.0380137463985626,0.602,0.754,0.6545000000000001,3,90,1,130,0
278,19.97263333333333,0.2045133924309501,19.619,20.476,19.905,1.53325,0.01754666900640528,1.502,1.577,1.53,2405.773466666667,200.22433380242393,2200.0,2852.6,2337.8,6.3700600000000005,2.9243853872032894,0.0,20.479,7.46,9.196833333333334,0.018369847787478008,9.131,9.252,9.197,156.48911833333332,15.202276872550435,140.23,190.19,151.33,105.71409433333334,45.75745054431191,0.0,165.88,125.685,1.6987278333333333,0.8507996954506603,0.0,10.836,1.945,0.0,0.0,0.0,0.0,0.0,8.521246333333334,0.02064462851857325,8.47,8.587,8.521,8.463436666666666,0.020933633823580804,8.41,8.519,8.462,57.88298333333333,23.096961538733865,0.0,76.887,66.77,54.404250000000005,0.22292117821085225,53.848,54.656,54.494,58.92361666666667,0.14901690174490353,58.625,59.117,58.9395,55.89126666666667,0.06466546681862366,55.738,56.008,55.902,49.70446666666667,0.03266702409581672,49.641,49.762,49.699,0.6592833333333333,0.04508150497039204,0.6,0.768,0.6565000000000001,3,90,1,130,0
279,19.91105,0.16169697805421138,19.584,20.316,19.915,1.5281999999999998,0.014656288058748704,1.496,1.564,1.528,2405.6343333333334,200.14694783585983,2201.8,2853.0,2338.0,6.368031666666667,2.9200761191391056,0.0,20.479,7.462,9.19757,0.018133481148534802,9.154,9.254,9.196,156.44609833333334,15.18866379502502,140.95,190.28,151.33,105.71729599999999,45.70159714755072,0.0,165.84,125.68,1.6931363333333331,0.8482210053354055,0.0,10.758,1.945,0.0,0.0,0.0,0.0,0.0,8.5200925,0.02046177064087086,8.47,8.574,8.52,8.464300333333334,0.020859673716371877,8.415,8.519,8.464,57.88285,23.094520303049496,0.0,76.65,66.74950000000001,54.42998333333333,0.22830729304273184,53.91,54.664,54.494,58.94351666666667,0.15140858311056957,58.633,59.133,58.963,55.865249999999996,0.034461781828275355,55.805,55.926,55.859,49.705299999999994,0.03316589017630659,49.582,49.766,49.707,0.6558333333333334,0.0367949732503935,0.602,0.743,0.6555,3,90,1,130,0
280,19.96871666666667,0.18018296648803744,19.663,20.418,19.950000000000003,1.53095,0.016691035856593806,1.501,1.564,1.531,2405.4831333333336,200.5368251266807,2203.0,2851.8,2337.8,6.365773333333333,2.9170321984338914,0.0,20.012,7.461,9.193798333333332,0.01887205839866345,9.149,9.26,9.194,156.44836,15.201448350373015,140.44,190.19,151.31,105.69176183333333,45.75221467267303,0.0,166.03,125.7,1.7003471666666667,0.8474665865062257,0.0,10.734,1.945,0.0,0.0,0.0,0.0,0.0,8.517337,0.020734835902493105,8.469,8.58,8.517,8.460615166666667,0.02093045031998344,8.415,8.526,8.46,57.88525,23.09771696225937,0.0,76.719,66.7555,54.42205,0.21687866052202925,53.91,54.656,54.492,58.9532,0.14349048276477439,58.68,59.145,58.9765,55.890433333333334,0.054033061651296774,55.82,56.012,55.875,49.70883333333333,0.03071198444745305,49.656,49.766,49.707,0.6556166666666667,0.036950765073920026,0.6,0.749,0.651,3,90,1,130,0
281,20.014916666666668,0.2348193168841123,19.408,20.45,20.0375,1.5373833333333333,0.020671024235336028,1.491,1.579,1.5375,2406.156966666667,200.61973312966705,2203.6,2853.4,2337.8,6.36653,2.9248815992645225,0.0,20.479,7.458,9.195078333333333,0.019745260767084546,9.14,9.268,9.194,156.46658833333333,15.202676040870776,140.73,190.2,151.32,105.73657533333333,45.71749728028189,0.0,165.95,125.7,1.6947776666666665,0.8484516302827034,0.0,10.508,1.945,0.0,0.0,0.0,0.0,0.0,8.518111666666666,0.02087794319309871,8.464,8.571,8.517,8.460479000000001,0.021092353438206916,8.412,8.514,8.46,57.848683333333334,23.088202003306368,0.0,76.427,66.735,54.4082,0.22680506077515075,53.914,54.664,54.494,58.94188333333333,0.14772318267815615,58.645,59.121,58.957,55.9167,0.08042815511743101,55.828,56.086,55.902,49.70706666666667,0.04711071225357853,49.602,49.777,49.711,0.6571833333333333,0.03719052716397627,0.606,0.756,0.652,3,90,1,130,0
282,20.22693333333333,0.24503419800527992,19.767,20.822,20.240000000000002,1.5490666666666668,0.021232264117329147,1.508,1.598,1.5455,2405.421333333333,200.8315684133508,2202.0,2853.6,2337.6,6.365631666666666,2.9248797357232688,0.0,20.479,7.458,9.189398333333333,0.01930693122199955,9.132,9.251,9.187999999999999,156.46007666666665,15.196783420574434,139.91,190.12,151.31,105.73413933333333,45.74368652601591,0.0,165.98,125.71,1.6831366666666667,0.8465878921679766,0.0,10.859,1.937,0.0,0.0,0.0,0.0,0.0,8.514847833333333,0.02168975379164496,8.458,8.575,8.514,8.457287,0.021815008902946225,8.4,8.517,8.456,57.86703333333333,23.108894413533054,0.0,77.04,66.7515,54.416799999999995,0.23287909134664303,53.832,54.664,54.488,58.9507,0.1524480795193978,58.641,59.141,58.973,55.901650000000004,0.08125766195945885,55.805,56.086,55.863,49.64661666666667,0.06416110328806053,49.512,49.762,49.666,0.6588999999999999,0.03530002160656185,0.612,0.742,0.6595,3,90,1,130,0
283,20.21195,0.2731757008947192,19.736,20.74,20.205,1.5473166666666667,0.022330712806878265,1.513,1.586,1.5425,2405.7598333333335,199.91863377382919,2202.0,2851.4,2339.6,6.37667,2.8984531936810614,0.0,20.479,7.456,9.191795,0.019760409019241015,9.139,9.25,9.19,156.37770833333335,15.171173035732812,140.31,190.23,151.32,105.813342,45.60261387293548,0.0,165.85,125.7,1.6852698333333334,0.8452976375450945,0.0,10.734,1.937,0.0,0.0,0.0,0.0,0.0,8.5177765,0.02074082716291182,8.464,8.571,8.517,8.459690166666666,0.02090247965150123,8.408,8.516,8.459,58.01943333333334,23.19694714379654,0.0,76.895,66.662,54.404583333333335,0.221625450694365,53.848,54.664,54.496,58.96015,0.14195186878251667,58.672,59.141,58.9725,55.86658333333333,0.05762570391250793,55.809,56.008,55.846000000000004,49.628683333333335,0.059034747500344285,49.496,49.711,49.617,0.6554,0.041243057967474676,0.599,0.755,0.6505000000000001,3,100,1,130,0
284,19.97495,0.3557644633600046,19.397,20.483,19.948,1.5284833333333334,0.0313544480485525,1.475,1.584,1.5205,2407.4091333333336,200.60025535125797,2204.0,2855.4,2339.8,6.349235,2.8755150380987784,0.0,20.479,7.452500000000001,9.189168333333333,0.019636683259600655,9.131,9.245,9.187,156.38836333333333,15.16334273772867,140.69,190.13,151.31,105.86240950000001,45.58426459389512,0.0,165.88,125.73,1.6870121666666666,0.8384907804005829,0.0,10.648,1.922,0.0,0.0,0.0,0.0,0.0,8.516551,0.02122202774030441,8.458,8.569,8.516,8.458879166666668,0.021451299704573507,8.4,8.519,8.458,57.570283333333336,23.002818881121584,0.0,76.757,66.565,54.4189,0.20780562136570696,53.926,54.656,54.484,58.95941666666667,0.13910151050937108,58.684,59.141,58.965,55.898983333333334,0.07820041433560854,55.828,56.09,55.871,49.725183333333334,0.08066450538730809,49.574,49.844,49.724999999999994,0.6511833333333333,0.034549640860880464,0.607,0.736,0.6455,3,100,1,130,0
285,20.071066666666663,0.19608895133626655,19.724,20.45,20.02,1.5340333333333334,0.017134529185112702,1.504,1.564,1.5305,2405.5084333333334,200.89171129945552,2202.0,2853.6,2338.2,6.365216666666667,2.8729655871875948,0.0,20.479,7.455,9.186518333333334,0.018153114236489284,9.143,9.243,9.186,156.37713,15.164175039564164,140.54,190.15,151.32,105.83244416666668,45.600556142832794,0.0,166.02,125.73,1.6865465000000002,0.8470715136255899,0.0,10.812,1.937,0.014112833333333335,0.12470417243918842,0.0,2.258,0.0,8.513741333333332,0.020707870344499297,8.467,8.566,8.514,8.45601,0.021023888808926583,8.408,8.512,8.455,57.8891,23.099203462457314,0.0,76.911,66.68100000000001,54.407450000000004,0.2188443781878044,53.91,54.664,54.492,58.96445000000001,0.14421928042899804,58.684,59.141,58.9765,55.89366666666667,0.057946107828129284,55.832,56.012,55.863,49.68888333333334,0.04900643045548963,49.578,49.766,49.6855,0.6537333333333334,0.03306483957044419,0.6,0.734,0.6465000000000001,3,100,1,130,0
286,20.05505,0.23603263383966105,19.435,20.393,20.1035,1.5338666666666667,0.019426931042177194,1.484,1.563,1.5394999999999999,2406.0524333333333,200.58034081866802,2204.0,2853.6,2338.0,6.365883333333334,2.873247077379239,0.0,20.479,7.458,9.186605,0.018659830933965227,9.143,9.247,9.186,156.40939666666668,15.16761810269313,140.04,190.13,151.32,105.8516535,45.61523279561997,0.0,165.93,125.705,1.6848175,0.8432028670726819,0.0,10.609,1.937,0.0,0.0,0.0,0.0,0.0,8.512464666666666,0.020558920118080873,8.455,8.559,8.512,8.454880666666666,0.020730574497796743,8.406,8.505,8.454,57.83866666666667,23.085782708776332,0.0,76.815,66.734,54.4089,0.2308093864671788,53.844,54.668,54.459,58.95151666666666,0.1385496902438488,58.684,59.133,58.967,55.90303333333334,0.07148449320211063,55.734,56.02,55.91,49.70891666666667,0.055816373172434916,49.574,49.84,49.711,0.6548833333333334,0.03593642770446431,0.599,0.734,0.654,3,100,1,130,0
287,20.105999999999998,0.25961862511860506,19.676,20.638,20.035,1.5376833333333333,0.0216532705218816,1.501,1.58,1.53,2404.3622666666665,199.35708678366535,2201.8,2851.4,2337.8,6.350280000000001,2.872929388339361,0.0,20.479,7.458,9.188508333333333,0.019337437559679066,9.136,9.256,9.187,156.404905,15.15356440500618,140.77,190.18,151.32,105.85316850000001,45.59464911381669,0.0,165.74,125.71,1.6900298333333335,0.8479179671936546,0.0,11.031,1.937,0.0,0.0,0.0,0.0,0.0,8.515129666666667,0.021200104417042443,8.459,8.566,8.5145,8.455834833333332,0.02124643001628544,8.403,8.509,8.455,57.651133333333334,23.03101815972204,0.0,76.757,66.5955,54.441916666666664,0.20010702997728458,53.926,54.664,54.5,58.980533333333334,0.14360698092973065,58.707,59.145,58.996,55.89458333333334,0.059976631513317114,55.832,56.008,55.863,49.68413333333333,0.05694108363607026,49.562,49.762,49.687,0.6551833333333333,0.03474873082265474,0.603,0.739,0.651,3,100,1,130,0
288,20.15105,0.187879101497906,19.683,20.617,20.159,1.5412,0.016473707865792084,1.501,1.572,1.5445,2404.6412,200.26575890948146,2201.8,2851.6,2337.8,6.3575,2.8733876088311363,0.0,20.479,7.4635,9.191606666666667,0.019337144674497823,9.139,9.251,9.191,156.39973,15.162754911839754,140.69,190.17,151.31,105.84742933333334,45.571221013564134,0.0,165.77,125.69,1.6914456666666668,0.8471034350968297,0.0,11.023,1.937,0.0,0.0,0.0,0.0,0.0,8.5145675,0.02098388661964713,8.458,8.571,8.514,8.455895333333334,0.021189357620471406,8.401,8.517,8.455,57.701249999999995,23.05500035149917,0.0,76.954,66.6505,54.41468333333333,0.21686498898237408,53.914,54.664,54.4765,58.97473333333333,0.13985269086164462,58.707,59.145,58.9825,55.916450000000005,0.06856332591857703,55.82,56.078,55.912,49.68836666666667,0.06116162712656128,49.527,49.766,49.699,0.6418666666666667,0.036694555392867555,0.588,0.724,0.642,3,100,1,130,0
289,20.14988333333333,0.2429763252515948,19.696,20.805,20.0995,1.5382500000000001,0.02010027826774238,1.504,1.592,1.532,2404.8954,200.1541704640856,2202.0,2851.8,2338.0,6.378565,2.8874473367744855,0.0,20.479,7.462,9.191486666666666,0.019392867100548068,9.141,9.261,9.19,156.41279500000002,15.161394735303702,140.82,190.16,151.34,105.86101283333335,45.597824848869294,0.0,165.98,125.73,1.6916125,0.8470289292648652,0.0,10.625,1.937,0.0,0.0,0.0,0.0,0.0,8.514455833333333,0.020792164429318357,8.455,8.569,8.514,8.457053833333333,0.021155397903347913,8.399,8.514,8.456,58.066,23.191617564418344,0.0,76.629,66.7995,54.41945,0.2150278992540911,53.91,54.664,54.4765,58.98128333333333,0.1401970878667924,58.707,59.148,58.986,55.89018333333333,0.05371503329850884,55.816,56.004,55.8845,49.67995,0.05751033068582846,49.488,49.754,49.68,0.6546333333333333,0.034383661209825944,0.609,0.739,0.649,3,100,1,130,0
290,20.17725,0.1758647038714604,19.749,20.62,20.17,1.5402333333333333,0.015209683207642223,1.509,1.583,1.542,2405.533266666667,199.59575856666243,2202.0,2855.4,2338.6,6.358773333333334,2.876521385416217,0.0,20.479,7.463,9.189236666666668,0.019059278117481194,9.13,9.249,9.187,156.41502333333332,15.150877540519824,140.44,190.15,151.34,105.86851083333332,45.598023493779934,0.0,165.98,125.74,1.6882154999999999,0.8413079279102722,0.0,10.867,1.937,0.0,0.0,0.0,0.0,0.0,8.5127695,0.02035012017119032,8.464,8.581,8.512,8.455278833333335,0.02049122740033581,8.403,8.517,8.455,57.73703333333333,23.06355162130717,0.0,77.235,66.674,54.423649999999995,0.20662697290577337,53.922,54.656,54.496,58.981833333333334,0.13348994333564224,58.715,59.148,59.0035,55.90846666666666,0.05135567787224092,55.832,56.008,55.91,49.6857,0.036838769187558594,49.578,49.766,49.684,0.6541666666666667,0.040280864223584914,0.598,0.753,0.657,3,100,1,130,0
291,20.192083333333336,0.25093839419988306,19.605,20.604,20.218,1.54215,0.02285312351161843,1.485,1.581,1.545,2402.8809333333334,199.6008663327115,2201.0,2853.6,2336.0,6.369726666666666,2.8747640458225723,0.0,20.479,7.466,9.188023333333334,0.018712465974861717,9.147,9.258,9.187,156.42589833333332,15.15566329180721,140.59,190.18,151.33,105.84317883333333,45.61353971514091,0.0,165.73,125.7,1.6880811666666669,0.8398581254337644,0.0,10.695,1.937,0.0,0.0,0.0,0.0,0.0,8.511964666666668,0.02044616734701515,8.46,8.568,8.511,8.454545666666666,0.02071915687954429,8.399,8.514,8.454,57.96978333333333,23.13668963846894,0.0,76.732,66.84700000000001,54.4016,0.22142153983992333,53.848,54.664,54.482,58.9683,0.13761495040972,58.699,59.145,58.988,55.9452,0.07834599488968078,55.848,56.09,55.922,49.70656666666666,0.059477774417991826,49.582,49.844,49.707,0.7253000000000001,0.05886160153778706,0.631,0.826,0.735,3,100,1,130,0
292,20.747149999999998,0.25022923896678734,20.066,21.236,20.707,1.5883333333333334,0.020600861152534265,1.532,1.635,1.587,2402.6687333333334,200.14227593763943,2198.0,2851.8,2335.6,6.382065,2.903353085544467,0.0,20.479,7.462,9.182771666666666,0.017509440255255092,9.132,9.233,9.181,156.39994833333333,15.16589622086421,140.3,190.18,151.3,105.83701216666667,45.61126444116285,0.0,165.95,125.7,1.6968753333333333,0.8443926321787558,0.0,10.727,1.945,0.0,0.0,0.0,0.0,0.0,8.510579666666667,0.02036352373089422,8.459,8.566,8.51,8.4528385,0.020441054861983162,8.405,8.507,8.452,58.15121666666666,23.253885714363236,0.0,76.768,66.832,54.37683333333334,0.20475873911249973,53.922,54.656,54.482,58.98406666666666,0.14723875073333503,58.707,59.148,58.99,55.938250000000004,0.07588296631175934,55.828,56.09,55.922,49.518683333333335,0.06940753919550212,49.41,49.707,49.508,0.6572333333333333,0.04791884617985961,0.595,0.791,0.654,3,100,1,130,0
293,19.989583333333332,0.30120128365735194,19.238,20.525,20.0485,1.5305166666666667,0.025592962265320676,1.466,1.577,1.53,2395.1667666666667,199.67033682910295,2192.0,2847.4,2329.0,6.60671,2.980211899206769,0.0,20.479,7.726,9.189024999999999,0.018948336094087255,9.141,9.249,9.187,156.82731333333334,15.104633489119527,140.41,190.63,151.81,106.12449249999999,45.7387302297238,0.0,166.16,126.04,1.7540235,0.8633593269909899,0.0,10.734,2.008,0.012581666666666666,0.08495443409970471,0.0,1.013,0.0,8.514288333333333,0.021106328673501814,8.46,8.575,8.514,8.457161833333332,0.02133592073377093,8.401,8.514,8.457,60.5313,24.184274519697045,0.0,80.748,69.629,54.414183333333334,0.22290968693861868,53.914,54.656,54.494,59.006499999999996,0.13893975038586767,58.723,59.176,59.053,55.924150000000004,0.07929708674410328,55.82,56.09,55.914,49.73773333333334,0.07143110148868823,49.562,49.926,49.721000000000004,0.6790666666666667,0.08818525697656389,0.602,0.992,0.657,3,100,0,130,1
294,20.13975,0.327312146926176,19.412,20.748,20.201999999999998,1.5427,0.029426898798231297,1.476,1.596,1.5499999999999998,2397.7553666666668,201.02161692118986,2190.0,2843.4,2328.0,6.5472600000000005,3.017957723987026,0.0,20.479,7.732,9.18974,0.017645339233380422,9.14,9.234,9.189,157.10271500000002,15.279119798898222,141.05,190.57,151.78,105.54712183333334,46.3276520871676,0.0,166.44,126.06,1.745136,0.8810694827365034,0.0,10.891,2.008,0.010901500000000001,0.07438671943580658,0.0,1.011,0.0,8.512391833333334,0.020557871265868596,8.467,8.573,8.512,8.4548625,0.02102783763037106,8.401,8.52,8.455,59.08781666666667,24.614527235630902,0.0,80.962,69.4865,54.44368333333333,0.23775792358192802,53.922,54.734,54.49,59.02995,0.13865802647191336,58.75,59.23,59.0705,55.946083333333334,0.09552482890773159,55.82,56.117,55.95099999999999,49.711733333333335,0.04948098990098593,49.578,49.844,49.707,0.6670666666666667,0.06993916646378986,0.59,0.866,0.6545000000000001,3,73,0,130,0
295,20.31051666666667,0.21419937581344858,19.862,20.685,20.355,1.5539166666666666,0.01945119199577489,1.511,1.587,1.5585,2397.083666666667,201.2393119232262,2190.0,2838.4,2327.6,6.554498333333333,3.001998373370662,0.0,20.479,7.723,9.182386666666666,0.017495350841217686,9.133,9.237,9.181,157.09420166666666,15.267016708005503,141.04,190.56,151.77,105.55890416666668,46.274124897126,0.0,166.19,126.02,1.748415,0.8828044959510242,0.0,11.117,2.008,0.039536666666666664,0.21972435107189342,0.0,2.165,0.0,8.506317833333334,0.020607634371868758,8.452,8.561,8.505,8.449361999999999,0.02102132104926858,8.398,8.504,8.448,59.252233333333336,24.405766120829576,0.0,80.961,69.515,54.52635,0.22851820570576384,54.012,54.828,54.588,59.083333333333336,0.14976056219412445,58.801,59.297,59.131,55.95483333333333,0.07161175139495767,55.848,56.09,55.926,49.67338333333333,0.05143700826456595,49.578,49.754,49.676,0.6735000000000001,0.08411805666815603,0.595,0.955,0.652,3,73,0,130,0
296,20.369116666666667,0.2533772622112152,19.704,20.877,20.390500000000003,1.5610166666666667,0.021442466708172205,1.512,1.607,1.5630000000000002,2395.5444333333335,201.87743460355432,2188.0,2838.6,2325.8,6.543608333333333,3.012958799831103,0.0,20.479,7.724,9.178131666666667,0.017302985852773036,9.137,9.249,9.1765,157.07723000000001,15.26190972459995,141.25,190.55,151.78,105.53595166666666,46.29032227900457,0.0,165.25,126.02,1.7435706666666668,0.8783846905638705,0.0,11.102,2.008,0.0,0.0,0.0,0.0,0.0,8.503257833333333,0.02104562127857938,8.449,8.552,8.502,8.4459615,0.02101727001039514,8.394,8.507,8.445,59.1228,24.63649371913304,0.0,81.22,69.625,54.53241666666667,0.22755482048878214,54.004,54.828,54.6485,59.10875,0.1424206737278131,58.863,59.309,59.141,56.04578333333333,0.04894067375938373,55.91,56.113,56.074,49.73011666666666,0.07304191776926817,49.574,49.844,49.742000000000004,0.6697333333333333,0.0763952404823859,0.594,0.957,0.653,3,73,0,130,0
